,index,slope,r,p
67,MISSOURI_CARROLL,8.835714285714285,0.7182625908553132,0.044760090389457545
68,MISSOURI_CHARITON,15.325000000000005,0.714757307372148,0.07106940987191164
69,MISSOURI_GRUNDY,9.430000000000001,0.40639953099798526,0.49717513674540725
70,MISSOURI_LINN,13.291428571428572,0.5808347202101756,0.22672572597290125
71,MISSOURI_LIVINGSTON,11.825,0.6721028950598135,0.06788266603162509
72,MISSOURI_MACON,59.2,0.9987653586680053,0.03163808728969727
73,MISSOURI_MERCER,17.400000000000006,0.9182175243108692,0.25925698101087746
74,MISSOURI_OTHER (COMBINED) COUNTIES,8.101666666666665,0.5293417935709298,0.14277499022525428
75,MISSOURI_PUTNAM,12.700000000000003,0.3291775996277789,0.7864570361443967
76,MISSOURI_RANDOLPH,6.882424242424243,0.5182549800117918,0.1248790074742913
77,MISSOURI_SCHUYLER,,0.0,
78,MISSOURI_SULLIVAN,9.90714285714286,0.5577398533385769,0.1932684615442904
79,MONTANA_BLAINE,,0.0,
80,MONTANA_CHOUTEAU,,0.0,
81,MONTANA_OTHER (COMBINED) COUNTIES,-16.46,-0.896730728852791,0.03921445418565097
82,MONTANA_TOOLE,,0.0,
83,NORTH DAKOTA_BENSON,1.4283333333333321,0.22209009776682273,0.5657481581027404
84,NORTH DAKOTA_BOTTINEAU,-0.9212121212121216,-0.16577561851474615,0.6471683361230756
85,NORTH DAKOTA_MCHENRY,-5.2542857142857144,-0.319069236382276,0.5376375955657715
86,NORTH DAKOTA_OTHER (COMBINED) COUNTIES,-1.1571428571428557,-0.2378098387427034,0.6075998265358918
87,NORTH DAKOTA_PIERCE,-8.969999999999999,-0.4734614890786423,0.42051795158192823
88,NORTH DAKOTA_ROLETTE,-3.6057142857142868,-0.3795650945414472,0.4579942654357492
89,OHIO_ASHLAND,3.363333333333333,0.5068398206189163,0.1637602529230822
90,OHIO_CRAWFORD,3.4190909090909103,0.5798161957282771,0.06152392956395263
91,OHIO_ERIE,4.361666666666665,0.7549793757903273,0.01868510664832061
92,OHIO_HURON,2.5848484848484854,0.5619652730723219,0.09089002506392953
93,OHIO_LORAIN,3.8500000000000005,0.771465338971046,0.024959019047643752
94,OHIO_OTHER (COMBINED) COUNTIES,8.159999999999993,0.9638362993026046,0.03616370069739537
95,OHIO_OTTAWA,2.7066666666666657,0.5083853904511284,0.1335043394818096
96,OHIO_RICHLAND,3.3733333333333326,0.5840857559134283,0.09864484803452295
97,OHIO_SANDUSKY,2.1972727272727277,0.45659365887405173,0.15803287597660773
98,OHIO_SENECA,2.9793939393939395,0.48717479362044286,0.15325344852735132
99,OHIO_WYANDOT,3.3500000000000014,0.5708347744065171,0.06664525496905681
100,OKLAHOMA_ALFALFA,12.360000000000001,0.6968594370460881,0.19098217619259955
101,OKLAHOMA_GARFIELD,2.120909090909091,0.3542596833090282,0.28510867457723726
102,OKLAHOMA_GRANT,6.99642857142857,0.5665451272844163,0.1848123911665206
103,OKLAHOMA_KAY,4.579090909090909,0.5262391553418584,0.09633675167715389
104,OKLAHOMA_MAJOR,5.589285714285713,0.706333884202601,0.07605148019299916
105,OKLAHOMA_NOBLE,2.992727272727273,0.42489015442347666,0.1926950976543178
106,OKLAHOMA_OTHER (COMBINED) COUNTIES,1.023333333333333,0.06207985927322488,0.8739374087421926
107,PENNSYLVANIA_BRADFORD,-14.119999999999996,-0.8770727734173336,0.1229272265826664
108,PENNSYLVANIA_CAMERON,,0.0,
109,PENNSYLVANIA_CLINTON,4.375757575757575,0.4437655912509652,0.19889962315570037
110,PENNSYLVANIA_ELK,3.3716666666666666,0.49341874354025905,0.17707348338982776
111,PENNSYLVANIA_LYCOMING,2.63,0.5482510872907508,0.08077356975833733
112,PENNSYLVANIA_MCKEAN,11.950000000000003,0.390130731168398,0.744859620892595
113,PENNSYLVANIA_OTHER (COMBINED) COUNTIES,-0.8216666666666669,-0.19287658632146207,0.6190531563625014
114,PENNSYLVANIA_POTTER,0.6314285714285709,0.10156526351336684,0.848175953107617
115,PENNSYLVANIA_SULLIVAN,4.485714285714285,0.5528917395276509,0.1552197758708205
116,PENNSYLVANIA_TIOGA,0.9754545454545456,0.22113889304517367,0.5134577947629559
117,SOUTH CAROLINA_CHESTER,22.699999999999996,1.0,0.0
118,SOUTH CAROLINA_KERSHAW,26.110000000000003,0.899950476714897,0.03741356173142096
119,SOUTH CAROLINA_OTHER (COMBINED) COUNTIES,-2.3988095238095246,-0.2283998845008641,0.5864106638097781
120,SOUTH DAKOTA_BROWN,1.2572727272727284,0.27629149936920205,0.41083334169212526
121,SOUTH DAKOTA_CAMPBELL,0.2739393939393945,0.047106205022852544,0.8971835281435259
122,SOUTH DAKOTA_EDMUNDS,-0.41190476190476233,-0.05470346774799289,0.8976354373395553
123,SOUTH DAKOTA_FAULK,-0.17878787878787844,-0.02425810021800699,0.9469666208979477
124,SOUTH DAKOTA_MCPHERSON,0.8071428571428575,0.07653287682409723,0.8570602145575537
125,SOUTH DAKOTA_OTHER (COMBINED) COUNTIES,-3.529999999999994,-0.34424774131628855,0.6557522586837115
126,SOUTH DAKOTA_POTTER,1.9163636363636365,0.3409832316671491,0.3349421049380308
127,SOUTH DAKOTA_SPINK,3.4545454545454555,0.7172304485226185,0.019552900462855193
128,SOUTH DAKOTA_WALWORTH,1.783333333333333,0.2984823775330161,0.43529066841991193
129,WISCONSIN_ASHLAND,-6.200000000000003,-0.7448007635741644,0.14869165846096122
130,WISCONSIN_CLARK,2.444242424242423,0.403854394039773,0.24710216150824935
131,WISCONSIN_LINCOLN,3.0683333333333342,0.673100272704407,0.04691004924210703
132,WISCONSIN_MARATHON,3.234545454545455,0.6563879888661074,0.03926485080149216
133,WISCONSIN_OTHER (COMBINED) COUNTIES,5.163333333333334,0.8312027014032213,0.005492969571815766
134,WISCONSIN_PRICE,5.939999999999998,0.783275894407943,0.21672410559205693
135,WISCONSIN_TAYLOR,6.560714285714287,0.6363144384685206,0.1244379292963772
